2025-12-12 09:37:15,401 | INFO | Connecting → ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 10:49:35,275 | INFO | Connecting to ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 10:49:35,283 | INFO | Websocket connected
2025-12-12 10:49:35,283 | INFO | WebSocket connected
2025-12-12 10:49:53,019 | ERROR | WS Error: [WinError 10054] An existing connection was forcibly closed by the remote host
2025-12-12 10:49:53,020 | ERROR | [WinError 10054] An existing connection was forcibly closed by the remote host - goodbye
2025-12-12 10:49:53,020 | WARNING | Disconnected → reconnecting...
2025-12-12 10:49:58,040 | INFO | Connecting to ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 10:49:58,040 | INFO | Websocket connected
2025-12-12 10:49:58,040 | INFO | WebSocket connected
2025-12-12 10:51:10,463 | ERROR | WS Error: [WinError 10054] An existing connection was forcibly closed by the remote host
2025-12-12 10:51:10,464 | ERROR | [WinError 10054] An existing connection was forcibly closed by the remote host - goodbye
2025-12-12 10:51:10,464 | WARNING | Disconnected → reconnecting...
2025-12-12 10:51:15,474 | INFO | Connecting to ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 10:51:16,005 | INFO | Websocket connected
2025-12-12 10:51:16,007 | INFO | WebSocket connected
2025-12-12 10:51:16,205 | ERROR | WS Error: [WinError 10054] An existing connection was forcibly closed by the remote host
2025-12-12 10:51:16,208 | ERROR | [WinError 10054] An existing connection was forcibly closed by the remote host - goodbye
2025-12-12 10:51:16,208 | WARNING | Disconnected → reconnecting...
2025-12-12 10:51:21,220 | INFO | Connecting to ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 10:51:25,314 | ERROR | WS Error: [WinError 10061] No connection could be made because the target machine actively refused it
2025-12-12 10:51:25,314 | ERROR | [WinError 10061] No connection could be made because the target machine actively refused it - goodbye
2025-12-12 10:51:25,314 | WARNING | Disconnected → reconnecting...
2025-12-12 10:51:30,319 | INFO | Connecting to ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 10:51:30,326 | INFO | Websocket connected
2025-12-12 10:51:30,328 | INFO | WebSocket connected
2025-12-12 10:53:34,944 | ERROR | WS Error: [WinError 10054] An existing connection was forcibly closed by the remote host
2025-12-12 10:53:34,944 | ERROR | [WinError 10054] An existing connection was forcibly closed by the remote host - goodbye
2025-12-12 10:53:34,944 | WARNING | Disconnected → reconnecting...
2025-12-12 10:53:39,963 | INFO | Connecting to ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 10:53:39,963 | INFO | Websocket connected
2025-12-12 10:53:39,963 | INFO | WebSocket connected
2025-12-12 10:56:02,960 | ERROR | WS Error: [WinError 10054] An existing connection was forcibly closed by the remote host
2025-12-12 10:56:02,961 | ERROR | [WinError 10054] An existing connection was forcibly closed by the remote host - goodbye
2025-12-12 10:56:02,961 | WARNING | Disconnected → reconnecting...
2025-12-12 10:56:07,976 | INFO | Connecting to ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 10:56:07,990 | INFO | Websocket connected
2025-12-12 10:56:07,991 | INFO | WebSocket connected
2025-12-12 10:56:08,116 | ERROR | WS Error: [WinError 10054] An existing connection was forcibly closed by the remote host
2025-12-12 10:56:08,117 | ERROR | [WinError 10054] An existing connection was forcibly closed by the remote host - goodbye
2025-12-12 10:56:08,117 | WARNING | Disconnected → reconnecting...
2025-12-12 10:56:13,257 | INFO | Connecting to ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 10:56:17,329 | INFO | Websocket connected
2025-12-12 10:56:17,331 | INFO | WebSocket connected
2025-12-12 10:56:17,503 | ERROR | WS Error: [WinError 10054] An existing connection was forcibly closed by the remote host
2025-12-12 10:56:17,504 | ERROR | [WinError 10054] An existing connection was forcibly closed by the remote host - goodbye
2025-12-12 10:56:17,505 | WARNING | Disconnected → reconnecting...
2025-12-12 10:56:22,519 | INFO | Connecting to ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 10:56:26,599 | ERROR | WS Error: [WinError 10061] No connection could be made because the target machine actively refused it
2025-12-12 10:56:26,600 | ERROR | [WinError 10061] No connection could be made because the target machine actively refused it - goodbye
2025-12-12 10:56:26,601 | WARNING | Disconnected → reconnecting...
2025-12-12 10:56:31,606 | INFO | Connecting to ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 10:56:33,132 | INFO | Websocket connected
2025-12-12 10:56:33,133 | INFO | WebSocket connected
2025-12-12 10:56:33,899 | ERROR | WS Error: [WinError 10054] An existing connection was forcibly closed by the remote host
2025-12-12 10:56:33,899 | ERROR | [WinError 10054] An existing connection was forcibly closed by the remote host - goodbye
2025-12-12 10:56:33,900 | WARNING | Disconnected → reconnecting...
2025-12-12 10:56:38,911 | INFO | Connecting to ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 10:56:38,916 | INFO | Websocket connected
2025-12-12 10:56:38,920 | INFO | WebSocket connected
2025-12-12 10:56:58,601 | ERROR | WS Error: [WinError 10054] An existing connection was forcibly closed by the remote host
2025-12-12 10:56:58,601 | ERROR | [WinError 10054] An existing connection was forcibly closed by the remote host - goodbye
2025-12-12 10:56:58,601 | WARNING | Disconnected → reconnecting...
2025-12-12 10:57:03,611 | INFO | Connecting to ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 10:57:03,621 | INFO | Websocket connected
2025-12-12 10:57:03,627 | INFO | WebSocket connected
2025-12-12 10:59:12,031 | INFO | Connecting to ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 10:59:12,041 | INFO | Websocket connected
2025-12-12 10:59:12,042 | INFO | WebSocket connected
2025-12-12 11:00:40,354 | ERROR | WS Error: [WinError 10054] An existing connection was forcibly closed by the remote host
2025-12-12 11:00:40,355 | ERROR | [WinError 10054] An existing connection was forcibly closed by the remote host - goodbye
2025-12-12 11:00:40,355 | WARNING | Disconnected → reconnecting...
2025-12-12 11:00:45,372 | INFO | Connecting to ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 11:00:45,378 | INFO | Websocket connected
2025-12-12 11:00:45,381 | INFO | WebSocket connected
2025-12-12 11:01:36,809 | ERROR | WS Error: [WinError 10054] An existing connection was forcibly closed by the remote host
2025-12-12 11:01:36,810 | ERROR | [WinError 10054] An existing connection was forcibly closed by the remote host - goodbye
2025-12-12 11:01:36,810 | WARNING | Disconnected → reconnecting...
2025-12-12 11:01:42,207 | INFO | Connecting to ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 11:01:42,209 | INFO | Websocket connected
2025-12-12 11:01:42,223 | INFO | WebSocket connected
2025-12-12 11:01:42,254 | ERROR | WS Error: [WinError 10054] An existing connection was forcibly closed by the remote host
2025-12-12 11:01:42,254 | ERROR | [WinError 10054] An existing connection was forcibly closed by the remote host - goodbye
2025-12-12 11:01:42,256 | WARNING | Disconnected → reconnecting...
2025-12-12 11:01:47,265 | INFO | Connecting to ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 11:01:51,329 | ERROR | WS Error: [WinError 10061] No connection could be made because the target machine actively refused it
2025-12-12 11:01:51,330 | ERROR | [WinError 10061] No connection could be made because the target machine actively refused it - goodbye
2025-12-12 11:01:51,331 | WARNING | Disconnected → reconnecting...
2025-12-12 11:01:56,342 | INFO | Connecting to ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 11:01:56,344 | INFO | Websocket connected
2025-12-12 11:01:56,358 | INFO | WebSocket connected
2025-12-12 11:02:30,652 | ERROR | WS Error: [WinError 10054] An existing connection was forcibly closed by the remote host
2025-12-12 11:02:30,652 | ERROR | [WinError 10054] An existing connection was forcibly closed by the remote host - goodbye
2025-12-12 11:02:30,652 | WARNING | Disconnected → reconnecting...
2025-12-12 11:02:35,673 | INFO | Connecting to ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 11:02:35,677 | INFO | Websocket connected
2025-12-12 11:02:35,679 | INFO | WebSocket connected
2025-12-12 11:03:37,849 | ERROR | WS Error: [WinError 10054] An existing connection was forcibly closed by the remote host
2025-12-12 11:03:37,851 | ERROR | [WinError 10054] An existing connection was forcibly closed by the remote host - goodbye
2025-12-12 11:03:37,851 | WARNING | Disconnected → reconnecting...
2025-12-12 11:03:42,918 | INFO | Connecting to ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 11:03:42,918 | INFO | Websocket connected
2025-12-12 11:03:42,918 | INFO | WebSocket connected
2025-12-12 11:04:16,304 | ERROR | WS Error: [WinError 10054] An existing connection was forcibly closed by the remote host
2025-12-12 11:04:16,304 | ERROR | [WinError 10054] An existing connection was forcibly closed by the remote host - goodbye
2025-12-12 11:04:16,305 | WARNING | Disconnected → reconnecting...
2025-12-12 11:04:21,320 | INFO | Connecting to ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 11:04:21,322 | INFO | Websocket connected
2025-12-12 11:04:21,322 | INFO | WebSocket connected
2025-12-12 11:05:19,690 | ERROR | WS Error: [WinError 10054] An existing connection was forcibly closed by the remote host
2025-12-12 11:05:19,690 | ERROR | [WinError 10054] An existing connection was forcibly closed by the remote host - goodbye
2025-12-12 11:05:19,690 | WARNING | Disconnected → reconnecting...
2025-12-12 11:05:24,714 | INFO | Connecting to ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 11:05:24,719 | INFO | Websocket connected
2025-12-12 11:05:24,721 | INFO | WebSocket connected
2025-12-12 11:06:51,080 | ERROR | WS Error: [WinError 10054] An existing connection was forcibly closed by the remote host
2025-12-12 11:06:51,080 | ERROR | [WinError 10054] An existing connection was forcibly closed by the remote host - goodbye
2025-12-12 11:06:51,081 | WARNING | Disconnected → reconnecting...
2025-12-12 11:06:56,088 | INFO | Connecting to ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 11:06:56,101 | INFO | Websocket connected
2025-12-12 11:06:56,103 | INFO | WebSocket connected
2025-12-12 11:08:02,419 | ERROR | WS Error: [WinError 10054] An existing connection was forcibly closed by the remote host
2025-12-12 11:08:02,419 | ERROR | [WinError 10054] An existing connection was forcibly closed by the remote host - goodbye
2025-12-12 11:08:02,419 | WARNING | Disconnected → reconnecting...
2025-12-12 11:08:07,558 | INFO | Connecting to ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 11:08:07,558 | INFO | Websocket connected
2025-12-12 11:08:07,558 | INFO | WebSocket connected
2025-12-12 11:08:53,085 | ERROR | WS Error: [WinError 10054] An existing connection was forcibly closed by the remote host
2025-12-12 11:08:53,085 | ERROR | [WinError 10054] An existing connection was forcibly closed by the remote host - goodbye
2025-12-12 11:08:53,087 | WARNING | Disconnected → reconnecting...
2025-12-12 11:08:58,102 | INFO | Connecting to ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 11:08:58,117 | INFO | Websocket connected
2025-12-12 11:08:58,119 | INFO | WebSocket connected
2025-12-12 11:09:19,618 | ERROR | WS Error: [WinError 10054] An existing connection was forcibly closed by the remote host
2025-12-12 11:09:19,618 | ERROR | [WinError 10054] An existing connection was forcibly closed by the remote host - goodbye
2025-12-12 11:09:19,622 | WARNING | Disconnected → reconnecting...
2025-12-12 11:09:24,630 | INFO | Connecting to ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 11:09:24,631 | INFO | Websocket connected
2025-12-12 11:09:24,631 | INFO | WebSocket connected
2025-12-12 11:10:05,655 | ERROR | WS Error: [WinError 10054] An existing connection was forcibly closed by the remote host
2025-12-12 11:10:05,655 | ERROR | [WinError 10054] An existing connection was forcibly closed by the remote host - goodbye
2025-12-12 11:10:05,656 | WARNING | Disconnected → reconnecting...
2025-12-12 11:10:10,669 | INFO | Connecting to ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 11:10:14,750 | ERROR | WS Error: [WinError 10061] No connection could be made because the target machine actively refused it
2025-12-12 11:10:14,750 | ERROR | [WinError 10061] No connection could be made because the target machine actively refused it - goodbye
2025-12-12 11:10:14,750 | WARNING | Disconnected → reconnecting...
2025-12-12 11:10:19,755 | INFO | Connecting to ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 11:10:19,770 | INFO | Websocket connected
2025-12-12 11:10:19,772 | INFO | WebSocket connected
2025-12-12 11:10:23,642 | ERROR | WS Error: [WinError 10054] An existing connection was forcibly closed by the remote host
2025-12-12 11:10:23,642 | ERROR | [WinError 10054] An existing connection was forcibly closed by the remote host - goodbye
2025-12-12 11:10:23,642 | WARNING | Disconnected → reconnecting...
2025-12-12 11:10:28,660 | INFO | Connecting to ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 11:10:28,671 | INFO | Websocket connected
2025-12-12 11:10:28,671 | INFO | WebSocket connected
2025-12-12 11:12:37,174 | ERROR | WS Error: [WinError 10054] An existing connection was forcibly closed by the remote host
2025-12-12 11:12:37,174 | ERROR | [WinError 10054] An existing connection was forcibly closed by the remote host - goodbye
2025-12-12 11:12:37,174 | WARNING | Disconnected → reconnecting...
2025-12-12 11:12:42,187 | INFO | Connecting to ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 11:12:42,201 | INFO | Websocket connected
2025-12-12 11:12:42,202 | INFO | WebSocket connected
2025-12-12 11:12:50,865 | ERROR | WS Error: [WinError 10054] An existing connection was forcibly closed by the remote host
2025-12-12 11:12:50,866 | ERROR | [WinError 10054] An existing connection was forcibly closed by the remote host - goodbye
2025-12-12 11:12:50,867 | WARNING | Disconnected → reconnecting...
2025-12-12 11:12:56,008 | INFO | Connecting to ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 11:12:56,016 | INFO | Websocket connected
2025-12-12 11:12:56,016 | INFO | WebSocket connected
2025-12-12 11:13:01,787 | ERROR | WS Error: [WinError 10054] An existing connection was forcibly closed by the remote host
2025-12-12 11:13:01,787 | ERROR | [WinError 10054] An existing connection was forcibly closed by the remote host - goodbye
2025-12-12 11:13:01,787 | WARNING | Disconnected → reconnecting...
2025-12-12 11:13:06,800 | INFO | Connecting to ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 11:13:06,813 | INFO | Websocket connected
2025-12-12 11:13:06,814 | INFO | WebSocket connected
2025-12-12 11:13:14,758 | ERROR | WS Error: [WinError 10054] An existing connection was forcibly closed by the remote host
2025-12-12 11:13:14,758 | ERROR | [WinError 10054] An existing connection was forcibly closed by the remote host - goodbye
2025-12-12 11:13:14,758 | WARNING | Disconnected → reconnecting...
2025-12-12 11:13:19,776 | INFO | Connecting to ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 11:13:19,789 | INFO | Websocket connected
2025-12-12 11:13:19,791 | INFO | WebSocket connected
2025-12-12 11:13:45,113 | ERROR | WS Error: [WinError 10054] An existing connection was forcibly closed by the remote host
2025-12-12 11:13:45,115 | ERROR | [WinError 10054] An existing connection was forcibly closed by the remote host - goodbye
2025-12-12 11:13:45,116 | WARNING | Disconnected → reconnecting...
2025-12-12 11:13:50,292 | INFO | Connecting to ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 11:13:54,402 | ERROR | WS Error: [WinError 10061] No connection could be made because the target machine actively refused it
2025-12-12 11:13:54,403 | ERROR | [WinError 10061] No connection could be made because the target machine actively refused it - goodbye
2025-12-12 11:13:54,403 | WARNING | Disconnected → reconnecting...
2025-12-12 11:13:59,425 | INFO | Connecting to ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 11:14:03,493 | ERROR | WS Error: [WinError 10061] No connection could be made because the target machine actively refused it
2025-12-12 11:14:03,493 | ERROR | [WinError 10061] No connection could be made because the target machine actively refused it - goodbye
2025-12-12 11:14:03,494 | WARNING | Disconnected → reconnecting...
2025-12-12 11:14:08,507 | INFO | Connecting to ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 11:14:12,575 | ERROR | WS Error: [WinError 10061] No connection could be made because the target machine actively refused it
2025-12-12 11:14:12,576 | ERROR | [WinError 10061] No connection could be made because the target machine actively refused it - goodbye
2025-12-12 11:14:12,577 | WARNING | Disconnected → reconnecting...
2025-12-12 11:14:17,604 | INFO | Connecting to ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 11:14:21,715 | ERROR | WS Error: [WinError 10061] No connection could be made because the target machine actively refused it
2025-12-12 11:14:21,719 | ERROR | [WinError 10061] No connection could be made because the target machine actively refused it - goodbye
2025-12-12 11:14:21,720 | WARNING | Disconnected → reconnecting...
2025-12-12 11:14:26,732 | INFO | Connecting to ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 11:14:30,791 | ERROR | WS Error: [WinError 10061] No connection could be made because the target machine actively refused it
2025-12-12 11:14:30,791 | ERROR | [WinError 10061] No connection could be made because the target machine actively refused it - goodbye
2025-12-12 11:14:30,791 | WARNING | Disconnected → reconnecting...
2025-12-12 11:14:35,807 | INFO | Connecting to ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 11:14:35,812 | INFO | Websocket connected
2025-12-12 11:14:35,812 | INFO | WebSocket connected
2025-12-12 11:14:46,749 | ERROR | WS Error: [WinError 10054] An existing connection was forcibly closed by the remote host
2025-12-12 11:14:46,749 | ERROR | [WinError 10054] An existing connection was forcibly closed by the remote host - goodbye
2025-12-12 11:14:46,749 | WARNING | Disconnected → reconnecting...
2025-12-12 11:14:51,771 | INFO | Connecting to ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 11:14:51,787 | INFO | Websocket connected
2025-12-12 11:14:51,789 | INFO | WebSocket connected
2025-12-12 11:14:58,539 | ERROR | WS Error: [WinError 10054] An existing connection was forcibly closed by the remote host
2025-12-12 11:14:58,541 | ERROR | [WinError 10054] An existing connection was forcibly closed by the remote host - goodbye
2025-12-12 11:14:58,541 | WARNING | Disconnected → reconnecting...
2025-12-12 11:15:03,691 | INFO | Connecting to ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 11:15:03,691 | INFO | Websocket connected
2025-12-12 11:15:03,691 | INFO | WebSocket connected
2025-12-12 11:35:33,566 | INFO | Connecting to ws://localhost:5500/ws/agent?secret_key=sk_work-desktop_2schg2wgv
2025-12-12 11:35:33,584 | INFO | Websocket connected
2025-12-12 11:35:33,586 | INFO | WebSocket connected
